,title,body
85,"
				2018 JDC 제주신화페스티벌 개최 알림(10.26.(목) ~ 10.28.(일))
			","

'오늘은 어떤 신이랑 놀지?'
JDC 제주신화페스티벌 개최
























 









□ 행사개요
 ㅇ 행  사  명 : 2018 JDC 제주신화페스티벌
 ㅇ 행사목적 : 소중한 문화유산인 제주신화를 알리고, 신화에 담긴 제주의 독특한 문화와 예술을 제주도민과 관광객에게 공유하는 것을 목적으로 함
 ㅇ 행사일정 : 2018. 10. 26.(금) ~ 28.(일)   * 제주신화아트페어 : 10. 25.(목)부터 사전 전시 진행
 ㅇ 행사장소 : 신화역사공원 및 서귀포시 일원
 ㅇ 주       최 : 제주국제자유도시개발센터(JDC)
 ㅇ 후       원 : 제주신화월드
 ㅇ 요       금 : 무료 (일부 체험 프로그램 및 플리마켓 제외)

□ 주요 공연·전시 프로그램

□ 행사 주요 체험 프로그램
 ㅇ 신(神), 메이크오버 쇼 신화 RUN & LEARN, 신(神)나장 만나장!(도민참여 플리마켓) 외 다양한 관객 체험행사 운영

 ♦ 제주신화 콘텐츠를 활용하여 활동하는 예술인, 신화에 관심이 있는 도민, 관광객 등 누구나 참여 가능하며 자세한 사항은 JDC제주신화페스티벌 홈페이지 (http://jejumyth.co.kr)에서 확인해 주시기 바랍니다.


1만 8천여 신들이 살아 숨 쉬는 제주에서 깊어가는 가을 정취와 함께 제주신화페스티벌에 참석하시어 뜻깊은 추억을 만들어 가시기 바랍니다.

* 문의 : JDC 관광산업처 (064-797-5729)
             페스티벌 운영사무국 (064-725-0925)
 
		"
86,"
				「JDC 곶자왈 보전 및 환경분야 지원사업」 재공고(~10/18)
			","

「JDC 곶자왈 보전 및 환경분야 지원사업」 공고
제주국제자유도시개발센터(JDC)는 독특하고 아름다운 제주의 환경을 보호하고
나아가 제주환경가치에 대한 이해를 넓히고 발전시키는
각종 환경보전 지원사업을 장려함으로 제주의 생태․자연환경을 보전하는데 기여하고자
『JDC 곶자왈 보전 및 환경분야 지원』사업의 단체 모집을 다음과 같이 공고합니다.


1. 사업개요
□ 사 업 명 :『JDC 곶자왈 보전 및 환경분야 지원사업』
□ 사업내용 : 제주 곶자왈 및 각종 환경분야 단체 지원(공고문 참조)
□ 사업기간 : 약정체결일로부터 각 사업별 약정기간까지(최대 2년)
□ 사업예산 : 금450,000,000원(금사억오천만원)

2. 신청자격 : 각 분야별 지원자격을 모두 충족하는 자
 □ (곶자왈 보전 분야)
  1)「제주특별자치도 곶자왈 보전 및 관리 조례」제17조의 사업을 추진하는 단체
  2)「민법」및「비영리민간단체 지원법」에 따라 제주특별자치도에 설립·등록된 비영리법인 및 비영리민간단체
 □ (환경/경관 복원 분야)
  1) 최근 3년 이내 관련 분야의 사업을 수행한 실적이 있는 단체
  2)「민법」및「비영리민간단체 지원법」에 따라 제주특별자치도에 설립·등록된 비영리법인 및 비영리민간단체
 □ (환경정책 교육 분야)
  1) 최근 3년 이내 관련 분야의 사업을 수행한 실적이 있는 단체
  2)「민법」및「비영리민간단체 지원법」에 따라 제주특별자치도에 설립·등록된 비영리법인 및 비영리민간단체

3. 신청서 제출
□ 접수기간 : 2018년 10월 12일(금) ~ 10월 18일(목) 17:00 마감
□ 접수방법 : 우편 및 방문접수
□ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 305호 미래투자처
□ 제출서류 : 공고문 참조

4. 지원단체 선정
□ 선정방법 : 서류 및 면접심사 (사업계획 제안설명 및 질의응답)
□ 심사일정 및 장소 : 개별 통보
□ 결과발표 : 선정기관 개별 통보

5. 기타 유의사항
□ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
□ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며,
    이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
□ 제출된 서류는 내용이 사실과 다를 경우 지원단체 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
□문의안내
  담당자 : 제주국제자유도시개발센터 미래투자처 윤승현 대리
  - 연락처 : ☏ 064-797-5563 / 이메일 : youn@jdcenter.com

 
		"
87,"
				2018 JDC 사회공헌사업 아이디어 공모전 공고
			","


			2018 JDC 사회공헌사업 아이디어 공모전 공고
 
제주국제자유도시개발센터는 국민이 기관에 원하는 사회기여 방안을 발굴하고 기관 사회공헌 사업에 실질적으로 반영하고자 ‘JDC 사회공헌사업 아이디어 공모전’을 개최하고자 합니다. 관심 있는 국민 여러분의 많은 참여 부탁드립니다.
 
2018년 10월 1일
제주국제자유도시개발센터 이사장
 
1. 공모개요
ㅇ 공 모 명 : 사회적 가치 실현을 위한 「JDC 사회공헌사업 아이디어 공모」
ㅇ 공모주제 : JDC 사회공헌 사업의 일환으로 제주의 사회 문제를 발굴해서 해결하고, 사회적 가치를 실현할 수 있는 방안
ㅇ 참여대상 :
ㅇ 공모분야 : JDC 사회공헌 사업 5대 분야



분야
내용
사회적가치 범주


인재양성
도내 인재양성 및 도민 글로벌 경쟁력 강화를 위한 사회공헌
‧ 일자리창출
			‧ 사회적책임 이행


지역상생
지역경제 활성화 및 일자리 창출 지원 사회공헌
‧ 지역경제 공헌
			‧ 상생협력


복지나눔
사회적 보호가 필요한 계층 복지 사각지대 지원, 나눔 문화 확대를 위한 사회공헌
‧ 취약계층 지원
			‧ 균등한 기회제공
			‧ 사회통합


환경보전
제주의 아름다운 환경 보호 활동 전개, 환경문제 인식 개선 사회공헌
‧ 환경보전
			‧ 재난안전


문화진흥
제주의 전통문화 보존 및 도민 문화향유 기회 확대를 위한 사회공헌
‧ 공동체복원



ㅇ 참가자격 : 사회공헌에 관심 있는 대한민국 국민 누구나
ㅇ 접수기간 : 공고일 ~ 2018.11.13.(화) 18:00까지
ㅇ 접수방법
- JDC 홈페이지(www.jdcenter.com) 공지사항 게시판에서 공모전 신청서 다운로드, 작성 후 e-mail 또는 우편 제출
- 개인정보 수집‧이용 및 제공동의서 제출시 서명란에 서명 필수
- 이메일 제출시 파일명은“출품자명_작품명.hwp”표기
ㅇ 접수처
- 메일주소 : csr@jdcenter.com
- 우편주소 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
ㅇ 시상계획(제세공과금 포함)



구분
선정작
시상내역


대상
1팀
상금 200만원 및 상장


최우수
2팀
상금 100만원 및 상장


우수
3팀
상금 50만원 및 상장


참가상
20팀
기프트콘(2만원상당)



※ 시상내역은 접수규모 및 내용에 따라 변경 가능
ㅇ 심사 및 수상작 발표
- 심사위원회(내ㆍ외부 전문가 구성)를 통해 수상작 결정
* 주제적합성(20), 계획 타당성(20), 효과성 및 실현 가능성(25), 독창성(20), 공유가치창출(5), 지속가능성(10)
- 수상작 발표 :‘18년 11월 중 제주국제자유도시개발센터 홈페이지(http://www.jdcenter.com) 공고 및 개별 통보
 
□ 기타 사항
 
ㅇ 기타 및 문의사항은 아래 연락처로 문의하시기 바람
- 문의처 : 제주국제자유도시개발센터 홍보협력실 (☎064-797-5641)
 
		"
88,"
				JDC 제주 신화 창작 동요제 본선 진출자 발표
			","


			제주 신화 창작 동요제 본선 진출자를 붙임과 같이 발표합니다.

아울러 참가해주신 모든 여러분께 감사드립니다.

 
		"
89,"
				""JDC 드론아카데미"" 개최 알림 (2018 K-Drone Week)
			","


			JDC 미래투자처에서 2018 K-Drone week를 맞아 'JDC 드론아카데미' 를 개최합니다.
여러분의 많은 관심과 참여 바랍니다.

-관련문의 : 신유진 주임(797-5769), 고경훈 과장(797-5543)
-일시 : 2018.10.01~20(3주간)
-장소 : 제주도 일원


1. 드론 비행 기초 아카데미
 -일시 : 2018.10.5~7(서귀포 칠십리축제 행사장), 2018.10.11~14(탐라문화제 행사장)
 -시간 : 10:00~18:00
 -참가접수 및 문의 : 070.8808.0064 / 010.3507.9119
※ 태풍으로 인해 드론 비행 기초 아카데미 1차(서귀포 칠십리축제행사장)가 10.19~21로 연기되었습니다.
    이용객들은 참고부탁드립니다.

2. 드론 영상 촬영 및 편집 아카데미
 -일시 : 2018.10.13(토)
 -장소 : 제주항공우주박물관
 -시간 : 10:00~18:00
 -참가접수 및 문의 : 010.3874.4145
*선착순 50명

3. 무인항공방제 실무 아카데미
 -일시 : (1차)2018.10.4~5, (2차)2018.10.11~12
 -장소 : 서귀포시 성산읍 수산체육공원
 -시간 : 09:00~18:00
 -참가접수 및 문의 : 064.721.9191 / 010.3691.2808
*회당 선착순 20~25명

4. 드론 스포츠 아카데미
 -일시 : 2018.10.20(토)
 -장소 : 제주월드컵경기장
 -시간 : 10:00~18:00
 -참가접수 및 문의 : 02.2039.0770 / 010.7117.7994 
 
		"
90,"
				JDC 사회적경제 소셜벤처 혁신성장 지원사업 위탁 운영기관 모집 공고
			","


			                                                                      JDC 사회적경제 소셜벤처 혁신성장 지원사업 위탁기관 모집 공고
 
제주국제자유도시개발센터는 제주도 내 사회적경제 소셜벤처 발굴하고 혁신조직 성장 지원을 통한 지역 생태계 활성화 및 사회적 가치 실현을 위하여
JDC 사회적경제 소셜벤처 혁신성장 지원사업을 위탁하고자 다음과 같이 공고합니다.
                                                                                                                                                                                                                  2018년 9월 19일
                                                                                                                                                                                      제주국제자유도시개발센터 이사장
 
1. 사업개요
 ㅇ (사 업 명) JDC 사회적경제 소셜벤처 혁신성장 지원사업
 ㅇ (사업내용)
  - 소셜벤처의 혁신성장 촉진을 위해 교육, 금융(투자), 기술개발, 컨설팅, 판로개척 등 분야별, 단계별 맞춤형 지원을 통해 창업 성공률 제고
  - 개별 소셜벤처 솔루션 지원과 함께 제주의 특징과 제주의 자원 연계로 부가가치 창출 가능한 집합적 임팩트 프로젝트 공동 수행 지원
  - 첨단과학기술단지 세미양 빌딩 내(A동 1층 약 170평)에 혁신기업 사무공간, 소셜벤처 창업공간, 기업간 네트워킹, 공유형 코워킹스페이스,
    원스톱 경영 애로 해소지원 등을 통해 소셜벤처 창업ㆍ성장 중심지로 육성
     ※ 세부내용은 ‘제안요청서’ 참조
 ㅇ (사업기간) 협약일로부터 2019년 12월 31일
 ㅇ (지원대상) 제주지역 사회 문제해결이 사업목적인 소셜벤처(예비 창업자 포함)
  - 일자리 및 사회서비스 창출을 수반하는 제주의 장점과 특색을 살린 문화, 예술, 환경, 도시재생 등 제주형 사업 및 JDC 특징에 부합하는 사업
 ㅇ (사업금액) 700백만원
 
2. 신청자격
 ㅇ 사회적경제 소셜벤처 혁신성장 지원사업 운영을 위한 사업계획 수립 및 이를 수행하기 위한 전문지식과 인적ㆍ물적 인프라를 갖춘 법인
 
3. 신청서 제출
 ㅇ 접수기간 : 2018년 9월 19일(수) ~ 10월 1일(월) 18:00 마감
 ㅇ 접수방법 : 우편 및 방문접수
 ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
 ㅇ 제출서류 : 제안요청서 참조
 
4. 위탁기관 선정
 ㅇ 선정방법 : 서류 및 면접심사(사업계획 제안 설명 및 질의응답)
 ㅇ 심사일정 및 장소 : 개별 통보
 ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
 ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
 ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며,
     이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
 ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
 ㅇ 문의안내
  - 담당자 : 제주국제자유도시개발센터 홍보협력실 홍단비 과장
  - 연락처 : ☎ 064)797-5764 이메일 : sweetrain@jdcenter.com
 
		"
91,"
				「JDC 곶자왈 보전 및 환경분야 지원사업」 공고(~10/10)
			","

「JDC 곶자왈 보전 및 환경분야 지원사업」 공고
제주국제자유도시개발센터(JDC)는 독특하고 아름다운 제주의 환경을 보호하고
나아가 제주환경가치에 대한 이해를 넓히고 발전시키는
각종 환경보전 지원사업을 장려함으로 제주의 생태․자연환경을 보전하는데 기여하고자
『JDC 곶자왈 보전 및 환경분야 지원』사업의 단체 모집을 다음과 같이 공고합니다.


1. 사업개요
□ 사 업 명 :『JDC 곶자왈 보전 및 환경분야 지원사업』
□ 사업내용 : 제주 곶자왈 및 각종 환경분야 단체 지원(공고문 참조)
□ 사업기간 : 약정체결일로부터 각 사업별 약정기간까지(최대 2년)
□ 사업예산 : 금450,000,000원(금사억오천만원)

2. 신청자격 : 각 분야별 지원자격을 모두 충족하는 자
 □ (곶자왈 보전 분야)
  1)「제주특별자치도 곶자왈 보전 및 관리 조례」제17조의 사업을 추진하는 단체
  2)「비영리민간단체 지원법」에 따라 제주특별자치도에 설립·등록된 비영리법인 및 비영리민간단체
 □ (환경/경관 복원 분야)
  1) 최근 3년 이내 관련 분야의 사업을 수행한 실적이 있는 단체
  2)「비영리민간단체 지원법」에 따라 제주특별자치도에 설립·등록된 비영리법인 및 비영리민간단체
 □ (환경정책 교육 분야)
  1) 최근 3년 이내 관련 분야의 사업을 수행한 실적이 있는 단체
  2)「비영리민간단체 지원법」에 따라 제주특별자치도에 설립·등록된 비영리법인 및 비영리민간단체

3. 신청서 제출
□ 접수기간 : 2018년 9월 12일(수) ~ 10월 10일(수) 15:00 마감
□ 접수방법 : 우편 및 방문접수
□ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 305호 미래투자처
□ 제출서류 : 공고문 참조

4. 지원단체 선정
□ 선정방법 : 서류 및 면접심사 (사업계획 제안설명 및 질의응답)
□ 심사일정 및 장소 : 개별 통보
□ 결과발표 : 선정기관 개별 통보

5. 기타 유의사항
□ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
□ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며,
    이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
□ 제출된 서류는 내용이 사실과 다를 경우 지원단체 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
□문의안내
  담당자 : 제주국제자유도시개발센터 미래투자처 윤승현 대리
  - 연락처 : ☏ 064-797-5563 / 이메일 : youn@jdcenter.com

 
		"
92,"
				JDC 글로벌 챌린저 2기생 모집 공고
			","


			                                                    <JDC 글로벌 인재 맞춤형 일자리 지원사업>

                                                             JDC 글로벌 챌린저 2기 모집 공고
 
제주국제자유도시개발센터(JDC)에서는 2018년 JDC 글로벌 인재 맞춤형 일자리 지원사업에 참여할 글로벌 챌린저 2기생을 붙임과 같이 공고하오니 많은 관심과 신청바랍니다.

 - 모집대상 : 제주도내 소재 고등학교 졸업 또는 대학교 졸업자(졸업예정자)
                    부모 또는 본인이 제주출신으로 2018년 01월 01일 이전까지 제주특별자치도에 주민등록상 주소자로 3년이상 거주한 자
                      ※ 졸업예정자 기준 : 2019년 2월 졸업가능자
                     2018년 01월 01일 이전부터 신청일까지 제주특별자치도에 주민등록상 주소지인 거주자
 - 지원자격 : 만34세 이하 미취업자로 취업 및 비자발급에 결격 사유가 없는 자
                    ※ 남자는 군필 또는 면제자에 한함    ※저소득 취약계층(우선선발)
 - 지원내역 : 항공권(편도), 비자, 보험, 해외체재 지원금(60만원), 어학 및 직무교육
                    ※  미국 취업 희망자는 일부 비자비용 발생
 - 취업국가 : 미국, 싱가포르, 베트남, 일본 등 기타 국가
 - 취업분야 : 일반사무(경영, 인사, 총무, 재무), IT, 생산관리, 무역, 물류, 서비스(호텔관광, 면세점, 지상직 등)
 - 지원절차 : 서류전형 → 1차 면접(서울/제주/부산) → 2차 면접(제주) → 연수교육(제주/서울) → 출국
                    ※ 서류마감 : 2018.10.05까지 / 1차 면접(2018.10.01.~10.05.) / 2차 면접(2018.10.12.)
 - 지원방법 : 웹사이트 지원(www.globaljdc.com)   접속 후 신청버튼 클릭
 - 선발인원 : 총 60명 선발(국가 선택가능)
 - 집체교육일정 : 2018.10.29. ~ 11.02.(4박 5일)                 장소 : 제주부영청소년수련원
 - 어학 및 직무교육 : 2018.11.12. ~ 2019.01.04.(8주간)       장소 : 제주/서울

    ※ 기타 문의 : (GHR) JDC 해외취업 사업부 02-6263-2283, shh@ghr.or.kr
 
                                                                                                                          2018년 9월 4일
 
                     주최 제주국제자유도시개발센터                                           주관 ㈜지에이치알
 
		"
93,"
				개방형 직위 공위 공고
			","

국민인재(개방형 직위)를 초빙합니다!
 
역량있는 인재가 만드는 경쟁력 있는 공직「개방형직위」
대한민국의 밝은 미래를 열어갈 국민 인재를 모십니다.
 
인사혁신처(중앙선발시험위원회)는 교육부, 국무조정실, 국토교통부, 기획재정부, 방송통신위원회, 법무부, 산업통상자원부, 식품의약품안전처, 외교부 등 9개 부처에서 개방형 직위로 지정한 14개 직위에 대해 다음과 같이 공개모집하오니, 역량 있는 분들의 많은 응모를 바랍니다.
 
2018. 9. 3.
인 사 혁 신 처 장

1. 임용예정 직위



부 처
직 위
직 급


교육부
순천대학교 산학연구지원과장
서기관(임기제 포함)


국무조정실
행정정책과장＊재공고
부이사관(임기제 포함)


국토교통부
신교통개발과장
서기관 또는 기술서기관
			(임기제 포함)


기획재정부
기업환경과장
서기관(임기제 포함)


방송통신위원회
국제협력담당관
서기관 또는 기술서기관(임기제 포함)


법무부
감찰관＊재공고
고위공무원 나등급(임기제 포함)


치료감호소장(경력)
임기제 고위공무원 나등급


치료감호소 사회정신과장(경력)
임기제 기술서기관


산업통상자원부
신통상질서정책관＊재공고
고위공무원 나등급(임기제 포함)


국가기술표준원
			기술규제대응국장(경력)
임기제 고위공무원 나등급






부 처
직 위
직 급


식품의약품안전처
대변인(경력)
임기제 부이사관


외교부
주이집트대사관 공사참사관
고위외무공무원 나등급(임기제 포함)


주프랑스대사관 공사참사관
			겸 문화원장(경력)
임기제 고위공무원 나등급


감사관
고위외무공무원 나등급(임기제 포함)



* (경력)경력개방형 : 민간인만 지원할 수 있는 직위 (공무원 지원 불가)
*(책임)책임운영기관 : ｢책임운영기관의 설치ㆍ운영에 관한 법률｣에 의해 기관장에게 행정 및 재정상의 자율성을 부여하고 그 운영 성과에 대하여 책임을 지도록 하는 행정기관
 
2. 임용기간 : 3년〔현직 공무원 임용시 2년〕
◦근무실적이 우수한 경우 총 5년 범위 내에서 임용기간 연장 가능
◦근무실적이 탁월한 경우 5년을 초과하여 일정기간 단위로 임용 기간 연장이 가능하며, 일반직 공무원으로 채용 가능(감사관 등 일부직위 제외)
☞ 정확한 근무조건은 나라일터( http://www.gojobs.go.kr ) > 개방형직위 > 선발공고 메뉴 직위별 공고문 참조)

3. 지원자격 : 공고문(붙임)의 응시자격 요건을 갖춘 민간인 또는 공무원

4. 응시원서 접수
◦ 접수기간 : 2018. 9. 3.(월) ~ 2018. 9. 18.(화) 18:00까지
＊직위별 접수기간 및 접수방법 등 세부내용은 공고문 참조
◦ 접수방법
-나라일터( http://www.gojobs.go.kr )>개방형직위>선발공고 메뉴를 통해 온라인 접수 원칙
-다만, 온라인 원서접수가 곤란한 경우 방문, 이메일 또는 우편접수(등기우편) 가능 ※이메일 : mpmocs@korea.kr
※증빙서류를 제출하지 않은 경력은 관련분야 경력에 포함되지 않음
※접수마감은 2018.9.18(화) 18:00까지 도착분에 한하며, 접수처는 인사혁신처 개방교류과임(우편번호 30102, 세종특별자치시 한누리대로 499 세종포스트빌딩 8층)
 
5. 시험일정
◦ 서류전형 : 2018. 9월 ∼10월 중 예정
◦ 면접시험 일정 및 장소 : 2018. 9월∼10월 중 / 경기 과천 인재개발원
* 서류전형 합격자 공고문에 면접시험 일정 및 장소 공지
◦ 합격자 발표 : 나라일터(www.gojobs.go.kr)>개방형직위>합격자발표에 게시(합격자에 한해 개별통지)

6. 문 의 처 : 인사혁신처 개방교류과
◦ 인사혁신처 개방교류과 : (044)201-8358~60
※ 선발제도 문의 : (044)201-8358, 접수관련 문의 : (044)201-8359, 8360
※ 상세한 사항은 붙임 공고문을 참고하시기 바랍니다.

☞ 지원사이트 나라일터(http://www.gojobs.go.kr)로 바로가기

 
"
94,"
				2018년도 지역특화(주력)산업육성사업(R&D) 3차 지원계획 공고문 및 사업설명회 일정 공지
			","


2018년도 지역특화(주력)산업육성사업(R&D) 3차 지원계획 공고문과 사업설명회 일정을 아래와 같이 공지하여드리니 참고하여주시기 바랍니다.

-  아   래  -
  사업설명회
    - 일 시 : 2018.09.04(화) 14:00 ~ 16:00
    - 장 소 : 제주첨단과학기술단지 JDC 스마트빌딩 4층 회의실

붙임 : 2018년도 지역특화(주력)산업육성사업(R&D) 3차 지원계획 공고문 1부.
		"
95,"
				2018 제주 특성화고 청년인재 해외연수 및 일자리 지원사업 최종 선발 결과발표!!!
			","

2018 제주 특성화고 청년인재 해외연수 및 일자리 지원사업 최종 선발 결과를 발표합니다.
붙임파일을 확인해주시기 바랍니다.

* 추후 일정 별도 공지 예정
** 합불여부에 대한 이의제기 일절 불가
*** 출국 전까지(10.12) 아르바이트 등 고용관계 정리 요망
		"
96,"
				산업 특화형 기업 인큐베이팅 센터 위탁 운영기관 모집 공고
			","


			산업 특화형 기업 인큐베이팅 센터 위탁 운영기관 모집 공고
 
제주국제자유도시개발센터(JDC)는 「국토교통부 일자리로드맵(‵18.05)」 에 따른 대규모 일자리 창출거점 모델인 ‘지역혁신성장센터’ 조성을 통해 청년실업률 개선 및 일자리 창출을 도모하기 위하여 산업 특화형 기업 인큐베이팅 센터 위탁 운영기관 모집을 다음과 같이 공고합니다.

1. 사업개요
 
ㅇ (사 업 명)
- 자율‧전기자동차 산업 기업 인큐베이팅 센터 위탁 사업
- ICT 기반 문화‧예술 산업 기업 인큐베이팅 센터 위탁 사업

ㅇ (사업내용)
- 기업육성 교육 프로그램 운영, 산업 특화 연구소 운영, 인큐베이팅 대상 기업 유치, 심사 및 사후관리, 위탁기관 보유 전문분야 IP 활용 기업육성 시행 등

ㅇ (시설개요)
- 위 치 : 제주특별자치도 제주시 첨단로 330, 세미양빌딩
※ 수탁사업자 공모‧선정 이후 사업 착수일 이전 준비기간의 업무공간은 스마트 빌딩 내 유휴공간을 제공 할 수 있음

ㅇ (사업기간)
2018년 12월 1일 ~ 2021년 12월 31일

ㅇ (사업예산)
금650,000,000원(금육억오천만원) ※개별 사업당 사업금액

※ 1차년도(2018.12.01~‘19.12.31)계약 분으로 2차년도 이후 사업비 상호 협의로 결정 하며 추후 예산편성 및 심의 과정 시 변경 가능
 
 
2. 신청자격
 
ㅇ 특화 산업별 기업 인큐베이팅을 위한 인적인프라, 관련 전문성 및 노하우를 갖춘 아래 ① 또는 ②에 해당하는 기관 또는 단체
ㅇ 센터가 정한 사업 착수일로부터 즉시 운영이 가능한 기관 또는 단체
① 「정부출연연기관 등의 설립‧운영 및 육성에 관한법률」 또는 「지방자치단체 출연 연구원의 설립 및 운영에 관한 법률」에 의거하여 설립된 연구기관
② 「고등교육법」에 의한 대학, 소속 부설연구소 또는 「산업교육진흥 및 산학연협력촉진에관한법률」 에 의한 기술지주회사
 
3. 신청서 제출
 
ㅇ 접수기간 : 2018년 8월 31일(금) ~ 9월 07일(금) 18:00 마감
ㅇ 접수방법 : 방문접수 (우편접수 불가)
ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 1층 첨단산업처
ㅇ 제출서류 : 제안요청서 참조
 
4. 위탁기관 선정
 
ㅇ 선정방법 : 서류 및 면접심사(사업계획 제안 설명 및 질의응답)
ㅇ 심사일정 및 장소 : 개별 통보
ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
 
ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며, 이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
 ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
 ㅇ 접수문의 : JDC 첨단산업처 박성민 대리
유선 : 064-797-5705, 전자메일 : andypark@jdcenter.com
 
		"
97,"
				제주국제자유도시개발센터 혁신계획 알림
			","


			제주국제자유도시개발센터 혁신계획을 첨부와 같이 알려드립니다.

 
		"
98,"
				JDC 제주신화창작동요제 참가 모집
			","


제주신화 관련 링크 : http://www.jeju.go.kr/culture/myth/mythInfo/beganMyth.htm 참조
"
99,"
				JDC 드림업 제주탐방캠프 위탁 운영기관 모집 재공고
			","

                                                                             <장애청소년 멘토링 프로그램>
                                                                             JDC 드림업 제주탐방캠프 위탁 운영기관 모집 재공고
 

제주국제자유도시개발센터는 도내 장애 청소들에게 장애를 극복한 멘토와 함께 제주 문화탐방, 미션활동 및 캠프 등 다양한 체험활동을 제공하여
미래를 꿈꾸며 도전하고, 정서적 안정 및 사회 적응력 향상에 기여하고자 JDC 드림업 제주탐방캠프 위탁 운영기관 모집을 다음과 같이 공고합니다.
                                                                                                                                                                 
                                                                                                                                                                                                            2018년 8월 22일
                                                                                                                                                                                 제주국제자유도시개발센터 이사장
 
1. 사업개요
 ㅇ (사 업 명) JDC 드림업 제주탐방캠프
 ㅇ (사업내용)
    - 장애 청소년 대상 멘토의 성공 스토리와 함께 제주의 문화탐방 기회 제공
    - 소그룹 관심분야별 멘토링, 미션활동 및 캠프 등 다양한 체험 프로그램 운영
     ※ 세부내용은 ‘제안요청서’ 참조
 ㅇ (사업기간) 협약일로부터 2018년 12월 31일
 ㅇ (사업예산) 금50,000,000원(금오천만원)
 ㅇ (계약방식) 협상에 의한 계약
 
2. 신청자격
 ㅇ 제주특별자치도에 소재지를 두고 도내 거주 장애인을 대상으로 활동하는 장애인 관련 사회복지법인 또는 운영시설, 무장애여행 관련 사회적기업,
     비영리민간단체지원법 제4조 및 동법시행령 제3조에 의하여 비영리단체로 등록된 단체
 
3. 신청서 제출
 ㅇ 접수기간 : 2018년 8월 22일(수) ~ 8월 28일(화) 18:00 마감
 ㅇ 접수방법 : 우편 및 방문접수
 ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
 ㅇ 제출서류 : 제안요청서 참조

4. 위탁기관 선정
 ㅇ 선정방법 : 서류 및 면접심사(사업계획 제안 설명 및 질의응답)
 ㅇ 심사일정 및 장소 : 개별 통보
 ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
 ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
 ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며,
     이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
 ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
 ㅇ 문의안내
   - 담당자 : 제주국제자유도시개발센터 홍보협력실 홍단비 과장
   - 연락처 : ☎ 064)797-5764 이메일 : sweetrain@jdcenter.com
 
		"
